ISO,Drivers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
KEN,Forestry,721.87,136.6,393.14,78.15,178.89,116.03,442.46,190.94,249.41,299.96,313.53,336.86,484.91,621.81,819.4
KEN,Shifting Agriculture,14167.75,14375.28,10353.49,13266.05,9473.94,15794.39,20943.63,15327.92,14695.35,18179.98,13322.29,13095.11,9698.05,11004.26,10121.34
KEN,Urbanization,719.84,1280.98,334.29,462.68,262.6,695.47,517.75,524.9,297.7,372.7,326.15,395.81,343.29,266.78,154.89
KEN,Wildfire,69.35,58.13,23.6,16.76,3,25.53,2,7.3,144.24,122.71,66.51,57.82,77.58,118.33,93.88
KGZ,KGZ,185.07,19.05,1.94,52.88,2.17,6.23,19.46,0.29,16.63,137.25,29.45,1.43,0.23,0,0
KGZ,Forestry,36.08,0.8,0,1.94,0.86,0,3.54,0.17,0.29,0.97,16.73,0.51,0.11,0,0
KGZ,Shifting Agriculture,148.99,18.25,1.94,50.94,1.31,6.23,15.92,0.11,16.34,136.28,12.72,0.91,0.11,0,0
KHM,KHM,27996.72,54647.38,56645.37,78980.72,64392.46,80127.64,77369.56,83296.38,120695.37,237424.59,191917.84,195079.53,189942.29,161595.54,132499.2
KHM,Commodity-Driven Deforestation,22793.64,50662.89,51582.3,71374.4,59295.41,70546.28,68521.1,77001.48,106199.96,221820.11,184815.92,183399.25,182711.57,153176.49,123687.65
KHM,Forestry,2905.88,1911.3,3607.6,4836.13,2626.6,4489.71,4670.52,2885.1,8975.19,8417.92,2923.18,5625.8,2958.69,4577.54,4383.48
KHM,Shifting Agriculture,2280.23,2007.68,1344.72,2679.08,2374.06,4911.29,4025.03,3266.92,5419.74,7028.91,3685.13,5937.97,4195.9,3816.63,4371.9
KHM,Urbanization,16.97,65.51,110.74,91.11,96.4,180.35,152.92,142.88,100.48,157.64,493.6,116.51,76.13,24.89,56.18
KNA,KNA,36.27,12.22,25.46,18.24,12.21,18.25,10.67,17.22,18.4,14.27,10.45,9.2,3.6,2.72,0.96
KNA,Shifting Agriculture,36.27,12.22,25.46,18.24,12.21,18.25,10.67,17.22,18.4,14.27,10.45,9.2,3.6,2.72,0.96
KOR,KOR,5371.47,4589.56,3555.55,11116.32,8709.21,9880.12,7898.87,13692.01,16044.89,14160.35,11462.6,15476.23,9224.49,13152.44,16989.23
KOR,Forestry,5048.22,4225.29,3230.6,10362.43,8052.68,8841.19,7221.59,12436.28,14892.86,13158.18,10221.79,14387.87,8581.87,12186.05,16015.34
KOR,Shifting Agriculture,16.77,16.7,4.02,38.18,35.18,48.23,25.31,80.02,78.43,58.65,39.85,56.44,30.09,70.43,55.07
KOR,Urbanization,301.97,346.14,319.42,680.03,599.84,911.73,643.25,1066.01,1053.31,937.32,1191.55,885.89,588.19,840.49,907.79
KOR,Wildfire,4.51,1.42,1.51,35.68,21.51,78.97,8.73,109.7,20.29,6.19,9.41,146.04,24.34,55.47,11.04
LAO,LAO,36387.84,55838.24,87001.39,64176.59,68230.09,122585.6,132896.72,80523.77,145356.54,166940.54,130828.64,147328.9,205494.05,243562.01,284836.27
LAO,Commodity-Driven Deforestation,17169.71,26482.09,35105.15,30269.15,33362.26,54593.38,64339.29,38937.9,71594.99,74869.26,68783.52,68524.66,79663.64,97499.29,111640.54
LAO,Forestry,14128.24,22430.71,40021.24,24622.31,26553.26,50868.61,51614.33,30343.62,54913.82,70926.44,45159.48,61933.62,102819.83,117500.26,137010.41
LAO,Shifting Agriculture,5089.89,6925.43,11874.99,9285.13,8314.57,17123.61,16943.1,11242.25,18847.73,21144.84,16885.64,16870.63,23010.58,28562.47,36185.31
LAO,Urbanization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBN,LBN,237.11,71.62,70.28,95.63,250.5,129.68,241.78,361.58,284.38,97.5,123.73,131.64,142.76,133.69,153.2
LBN,Forestry,158.08,14.39,32.78,31.41,140.45,59.55,168.68,118.95,99.23,17.38,19.97,54.98,62.61,77.01,76.56
LBN,Shifting Agriculture,0.13,0.32,0,0.19,0.19,2.49,1.02,1.85,9.44,1.34,20.41,3.83,6.63,1.34,0.7
LBN,Urbanization,78.9,56.91,37.5,64.03,109.85,67.65,72.08,240.78,175.7,78.79,83.34,72.84,73.52,55.34,75.94
LBR,LBR,29093.47,56809.4,21546.63,6201.46,11212.3,36150.39,44195.88,36104.89,74974.9,20270.6,34387.12,72069.27,155314.37,163876.35,185832.88
LBR,Commodity-Driven Deforestation,4443.27,3116,1892.9,622.14,1076.87,3486.65,3170.61,2932.82,9882.52,2419.39,5929.2,12109.44,19298.61,21466.95,17075.34
LBR,Forestry,209.27,282.12,168.35,21.89,59.93,250.01,182.32,307.01,264.6,341.53,106.99,529.32,610.02,672.49,1099.72
LBR,Shifting Agriculture,24424.11,53406.84,19461.06,5557.42,10074.73,32351.7,40819.55,32805.86,64783.11,17508.22,28326.91,59428.36,135393.2,141721.38,167650.4
LBR,Urbanization,16.83,4.44,24.32,0,0.76,62.03,23.4,59.2,44.67,1.45,24.02,2.14,12.54,15.53,7.42
LBY,LBY,0.45,24.85,5.45,3.37,3.12,7.73,0.13,0,0.52,1.56,3.18,1.49,75.91,1.49,0.06
LBY,Forestry,0.45,24.85,5.45,3.37,3.12,7.73,0.13,0,0.52,1.56,3.18,1.49,75.91,1.49,0.06
LCA,LCA,26.15,9.42,15.09,36.32,36.62,96.25,38.86,44.6,40.35,70.54,56.57,51.71,29.51,33.62,4.48
LCA,Shifting Agriculture,26.15,9.42,15.09,36.32,36.62,96.25,38.86,44.6,40.35,70.54,56.57,51.71,29.51,33.62,4.48
LIE,LIE,3.05,0,0,6.95,3.95,3.79,5.64,5.69,4,2.32,1.53,2.42,1.69,1.58,0.84
LIE,Forestry,3.05,0,0,6.95,3.95,3.79,5.64,5.69,4,2.32,1.53,2.42,1.69,1.58,0.84
LKA,LKA,3689.37,3363,3114.11,5482.58,4556.49,7594.68,10089.12,6335.65,13710.9,6938.08,14499.4,14225.96,7806.44,12151.51,7288.79
LKA,Commodity-Driven Deforestation,142.5,235.17,190.2,393.08,387.26,519.65,1241.1,731.78,1681.58,1168.97,2362.96,1417.92,1546.11,1591.71,1245.9
LKA,Forestry,3123.83,2653.62,2568.7,4192.98,3396.97,5505.04,7359.37,4574.51,10111.37,4916.49,9925.93,10912.44,5071.52,8828.47,4969.65
LKA,Shifting Agriculture,126.07,215.49,84.81,402.52,158.63,573.81,589.22,268.58,1063.64,382.41,1137.62,762.16,485.75,488.47,282.71
LKA,Urbanization,286.02,248.54,265.84,449.02,572.36,960.33,826.05,723.41,827.34,400.83,887.7,963.15,465.87,1075.71,719.61
LKA,Wildfire,10.94,10.18,4.56,44.97,41.27,35.85,73.39,37.37,26.99,69.38,185.18,170.3,237.18,167.15,70.92
LSO,LSO,0,0,0,0.07,0,1.01,0,0.2,0,0,0,0,0,0,0
LSO,Forestry,0,0,0,0,0,1.01,0,0.2,0,0,0,0,0,0,0
LSO,Shifting Agriculture,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0
LTU,LTU,7934.64,10314.96,8884.1,13049.64,20308.79,17385.03,16003.64,15139.87,14345.81,21553.54,21641.27,17526.5,13880.99,15901.06,15707.06
LTU,Forestry,7923.91,10307.8,8877.29,13024.05,20285.54,17379.6,15991.15,15137.93,14335.99,21543.28,21627.75,17502.89,13870.3,15891.19,15697.36
LTU,Wildfire,10.73,7.16,6.81,25.59,23.26,5.43,12.49,1.94,9.82,10.25,13.52,23.61,10.68,9.87,9.7
LUX,LUX,65.9,89.45,101.51,308.98,64.08,362.17,498.87,961.67,214.8,875.52,445.09,441.17,345.42,426.84,327.31
LUX,Forestry,65.9,89.45,101.51,308.98,64.08,362.17,498.87,961.67,214.8,875.52,445.09,441.17,345.42,426.84,327.31
LVA,LVA,24894.54,29160.94,21311.45,30617.09,40693.45,38858.99,36082.19,29294.68,34885.06,48436.73,44710.01,34229.08,27750.98,32181.87,30804.8
MAC,MAC,0,0,0,0,0,0.21,0,0.14,0.14,0,0,0.07,0,0,0
MAC,Urbanization,0,0,0,0,0,0.21,0,0.14,0.14,0,0,0.07,0,0,0
MAF,MAF,1.9,4.91,2.86,1.46,3.88,2.64,1.83,0.88,0.51,0.51,8.28,2.93,0.95,1.24,0
MAF,Shifting Agriculture,1.9,4.91,2.86,1.46,3.88,2.64,1.83,0.88,0.51,0.51,8.28,2.93,0.95,1.24,0
MAR,MAR,1518.37,3755,1727.72,1210.06,1371.96,1784.63,2272.82,2958.8,896.76,810.09,3049.86,1548.77,754.22,1552.76,894.43
MAR,Commodity-Driven Deforestation,157.26,457.52,123.63,53.36,42.16,51.61,44.98,151.26,20.22,17.88,114.69,118.77,18.53,222.06,48.08
MAR,Forestry,509.43,789.59,399.45,504.69,605.22,710.42,741.53,1111.78,332.24,370.97,704.36,507.88,346.29,576.89,410.07
MAR,Shifting Agriculture,743.08,2447.13,1149.36,608.32,657.97,953.82,1441.66,1639.99,531.13,344.22,2173.73,897.12,372.52,721.71,426.22
MAR,Urbanization,108.61,60.76,55.27,43.69,66.61,68.78,44.65,55.76,13.17,77.03,57.07,25,16.88,32.11,10.07
MCO,MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCO,Forestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,MDA,33.83,29.02,17.57,38.17,18.53,33.82,41.72,32.49,30.58,30.75,38.1,774.58,49.64,83.33,119.5
MDA,Forestry,33,27.52,17.51,36.41,18.42,33.1,38.92,31.87,29.8,30.75,35.93,774.58,49.59,82.71,118.98
MDA,Wildfire,0.83,1.5,0.05,1.76,0.1,0.72,2.79,0.62,0.78,0,2.17,0,0.05,0.62,0.52
MDG,MDG,86025.4,88746.92,83343.85,80890.16,92624.96,70214.99,186499.71,122261.09,135421.89,106265.32,161118.8,127427.52,298398.2,414448.36,300098.24
MDG,Commodity-Driven Deforestation,2645.51,3052.92,5033.96,2885.54,6045.83,8058.79,11341.36,9964.64,13243.26,10285.74,11960.68,11357.78,13012.69,38886.21,16763.34
MDG,Forestry,513.63,410.12,610.2,735.16,710.4,525.5,1591.47,715,806.9,519.42,1493.35,503.45,734.9,1287.87,1265.79
MDG,Shifting Agriculture,82857.24,85270.03,77693.27,77263.04,85837.94,61628.51,173536.74,111557.26,121351.04,95416.96,147605.91,115555.75,284645.37,374264.58,282050.16
MDG,Urbanization,9.04,13.84,6.41,6.41,30.16,2.19,29.51,24.19,20.62,43.06,58.86,10.06,5.25,9.69,18.95
MDG,Wildfire,0,0,0,0,0.63,0,0.63,0,0.07,0.14,0,0.49,0,0,0
MEX,MEX,153848.85,156116.05,150110.01,166791.11,203057.05,176158.26,215233.86,180858.62,277946.18,162754.4,182667.87,168482.25,212005.58,167120.81,195787.63
MEX,Commodity-Driven Deforestation,13496.98,16606.02,19171.39,18035.56,21770.42,41786.35,26897.08,29319.7,50237.89,18017.63,28491.85,22985.94,34338.46,16872.88,33758.21
MEX,Forestry,12559.47,12316.9,14702.74,12732.51,17938.85,10913.71,16758.52,11897.44,22674.66,11033.03,9614.98,12860.47,15552.11,12393.35,13836.81
MEX,Shifting Agriculture,120664.55,120854.15,109685.92,127226.01,154017.53,112308.26,161080.86,128240.6,189582.41,125296.29,132194.61,120055.14,147996.42,128474.25,139601.45
MEX,Urbanization,1109.04,758.64,929.76,1606.91,1645.79,1261.26,2004.13,1466.23,3392,711.03,680.83,656.8,707.57,635.12,942.63
MEX,Wildfire,6018.8,5580.34,5620.2,7190.14,7684.45,9888.68,8493.27,9934.65,12059.22,7696.42,11685.6,11923.9,13411.01,8745.21,7648.53
MKD,MKD,1928.36,843.68,860.3,2116.2,1270.83,1982.79,3784.76,3866.22,4167.03,2136.54,2073.78,2794.63,1096.5,1757.54,756.14
MKD,Forestry,1878.14,828.1,852,2058.71,1203.07,1895.06,3640.56,3694.18,4038.19,2014.87,1968.76,2685.9,1033.74,1683.41,694.19
MKD,Shifting Agriculture,0.52,0.11,0.06,1.15,0,4.13,0.34,0.11,1.9,0.8,0.29,1.78,0.11,0,0
MKD,Wildfire,49.7,15.46,8.24,56.34,67.76,83.6,143.85,171.93,126.94,120.87,104.73,106.96,62.64,74.13,61.95
MLI,MLI,341.21,150.4,33.27,140.32,81.35,102.22,121.5,103.93,156.5,52.77,164.52,78.85,409.78,270.19,204.15
MLI,Forestry,0,0.22,0,0.9,0.07,0,0.22,0,0,0.15,0.15,0,0,0,0
MLI,Shifting Agriculture,341.21,150.17,33.27,139.43,81.27,102.22,121.28,103.93,156.5,52.62,164.37,78.85,409.78,270.19,204.15
MMR,MMR,44243.11,65485.06,76424.88,101074.95,90893.3,126410.78,145543.34,118044.35,214842.19,168610.52,134281.9,222639.19,246480.32,329756.13,292178.96
MMR,Commodity-Driven Deforestation,15159.7,27484.67,31393.75,39950.32,41067.54,53233.91,66796.52,45582.87,95910.38,71848.9,58429.81,94801,100422.76,127731.72,108130.81
MMR,Forestry,17352.74,23420.1,26147.72,33786.07,28099,40122.64,41619.4,41199.7,64509.89,55526.76,40860.87,68546.96,91117.89,119127.32,116437.67
MMR,Shifting Agriculture,11695.24,14555.71,18843.71,27289.23,21644.12,32813.06,36971.08,31082.2,54085.27,40839.31,34623.32,59040.72,54678.18,82491.68,67252.89
MMR,Urbanization,35.42,24.59,39.7,49.33,82.63,241.18,156.33,179.57,336.66,395.55,367.91,250.51,261.5,405.41,357.6
MNE,MNE,753.09,148.75,184.44,754.43,140.91,145.24,952.43,1324.73,518.76,182.53,430.52,1140.87,2322.62,1326.38,152.78
MNE,Forestry,735.03,139.9,177.41,694.08,135.71,138.67,806.07,1224.28,503.18,168.63,425.82,972.54,2102,1246.79,149.73
MNE,Wildfire,18.06,8.84,7.03,60.35,5.2,6.57,146.36,100.45,15.58,13.9,4.7,168.33,220.63,79.58,3.06
MNG,MNG,19264.93,17831.61,37269.57,52248.5,6773.33,12299.45,47097.56,54311.57,81100.35,8241.08,2921.55,33214.21,490.7,444.48,7077.04
MNG,Forestry,878.42,1298.76,2882.64,2226.14,328.15,847.56,408.34,1558.7,441.81,293.74,172.83,119.3,2.86,7.09,0.1
MNG,Shifting Agriculture,76.95,186.6,1820.24,962.5,23.51,189.76,2375.32,1757.1,9.95,18.56,0.98,75.66,1.13,0.16,0
MNG,Urbanization,37.2,24.73,145.06,88.61,6.8,6.37,27.15,140.98,4.14,3.32,0,0.21,0,0,0
MNG,Wildfire,18272.36,16321.52,32421.63,48971.25,6414.87,11255.77,44286.75,50854.78,80644.44,7925.46,2747.74,33019.04,486.7,437.24,7076.94
MOZ,MOZ,59961.54,105763.97,78857.01,106832.12,149079.21,171570.7,137246.95,203692.27,215965.31,193375.12,149407.79,138627.64,159430.37,199125.28,180523.32
MOZ,Commodity-Driven Deforestation,114.25,499.69,188.21,194.7,872.84,551.23,462.15,1644.39,741.78,998.85,1055.31,910.44,1296.69,898.53,1437.14
MOZ,Forestry,484.91,1688.79,598.34,1392.71,622.09,771.87,923.54,2747.77,905.43,1345.58,1075.52,966.26,2903.45,1335.76,1364.43
MOZ,Shifting Agriculture,59357.3,103568.11,78064.41,105231.06,147572.74,170230.88,135853,199282.41,214293.78,191003.79,147263.84,136738.47,155207.83,196860.81,177714.41
MOZ,Urbanization,5.08,7.38,6.04,13.65,11.53,16.72,8.25,17.7,24.32,26.91,13.13,12.46,22.4,30.18,7.34
MRT,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT,Forestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSR,MSR,6.93,0.44,1.84,7.3,20.14,11.51,10.47,5.9,4.65,108.79,5.97,1.99,0.89,0.3,0.15
MSR,Shifting Agriculture,6.93,0.44,1.84,7.3,20.14,11.51,10.47,5.9,4.65,108.79,5.97,1.99,0.89,0.3,0.15
MTQ,MTQ,187.75,47.82,270,162.08,192.49,88.79,152.77,267.4,194.26,74.18,148.38,303.59,138.02,145.62,30.75
MTQ,Shifting Agriculture,187.75,47.82,270,162.08,192.49,88.79,152.77,267.4,194.26,74.18,148.38,303.59,138.02,145.62,30.75
MUS,MUS,155.06,152.33,114.93,319.36,170.38,134.25,122.89,182.56,240.41,22.91,466.3,149.65,209.5,501.66,0
MUS,Commodity-Driven Deforestation,1.59,11.42,17.57,27.75,10.91,5.93,18.8,15.98,19.37,1.23,102.65,1.95,4.12,49.22,0
MUS,Forestry,3.83,5.72,13.89,11.58,9.98,12.45,2.46,5.14,18.81,2.1,22.43,9.26,25.18,47.54,0
MUS,Shifting Agriculture,144.29,125.72,80,268.25,145.79,111.39,99.18,158.63,189.21,19.36,324.23,133.16,173.41,391.38,0
MUS,Urbanization,5.35,9.47,3.47,11.79,3.69,4.48,2.46,2.82,13.01,0.22,16.99,5.28,6.8,13.52,0
MWI,MWI,2330.46,4129.01,7019.18,5617.68,9150.78,5494.72,7419.41,9608.4,3955.94,3916.54,8111.22,12068.94,10371.89,18445.06,10659.92
MWI,Commodity-Driven Deforestation,92.91,70.87,57.68,47.95,108.58,23.72,79.72,172.09,126.38,85.49,81.98,1186.01,243.48,221.37,156.24
MWI,Forestry,72.18,257.45,369.49,556.04,519.6,474,609.34,718.55,136.82,241.47,785.57,1314.86,818.34,1746.09,929.4
MWI,Shifting Agriculture,2146.35,3785.36,6532.72,4990.51,8444.57,4923.25,6646.39,8648.82,3659.94,3550.86,7158.78,9421.57,9077.12,16265.75,9349.49
MWI,Urbanization,19.03,15.33,59.3,23.18,78.03,73.74,83.96,68.94,32.8,38.71,84.9,146.5,232.96,211.85,224.78
MYS,MYS,332186.77,312259.6,183769.56,351551.61,375132.19,333726.89,404958.41,367762.51,622451.15,430296.1,462861.69,627679.37,333070.17,645340.46,453768.31
MYS,Commodity-Driven Deforestation,301917.39,283403.64,162216.59,321535.97,343763.23,306420.78,368086.96,333794,572267.87,395110.37,422972.97,560121.13,304344.91,562688.08,394250.97
MYS,Forestry,25438.9,24335.47,18644.3,24620.44,26996.83,23175.21,32270.26,29178.78,43138.78,28135.94,35889.2,60558.95,25019.83,71005.87,50462.57
MYS,Shifting Agriculture,3253.76,2742.26,2314.68,3350.44,2909.78,3023.51,3393.43,4023.5,4888.4,5057.6,2881.09,5056.21,2705.99,8811.66,7646.29
MYS,Urbanization,1576.72,1778.23,593.99,2044.76,1462.35,1107.39,1207.76,766.22,2156.1,1992.18,1118.42,1943.08,999.45,2834.85,1408.49
MYT,MYT,30.93,20.87,29.8,4.5,32.36,40.84,19.89,42.49,4.65,31.91,2.33,126.4,320.74,1124.97,17.64
MYT,Commodity-Driven Deforestation,11.26,3.98,8.86,1.05,9.53,14.94,3.75,6.53,1.05,4.8,0.6,33.62,77.83,312.75,4.35
MYT,Forestry,4.28,1.8,6.38,0.15,3.83,4.8,1.35,3.75,0.98,3.75,0,39.31,86.65,245.64,3.98
MYT,Shifting Agriculture,15.39,15.09,14.57,3.3,19,21.1,14.79,32.21,2.63,23.35,1.73,53.46,156.25,566.58,9.31
NAM,NAM,226.37,81.52,147.72,32.2,20.03,5.43,30.59,8.36,37.43,12.4,41.65,11.01,0.59,0.22,0.22
NAM,Forestry,19.81,1.32,37.39,9.53,2.71,0,0.37,0.15,0.44,0.37,1.91,0.07,0,0,0
NAM,Shifting Agriculture,155.07,79.91,103.39,22.68,17.32,5.43,29.2,8.22,36.92,12.04,39.75,10.94,0.59,0.22,0.22
NAM,Wildfire,51.48,0.29,6.93,0,0,0,1.02,0,0.07,0,0,0,0,0,0
NCL,NCL,589.8,514.88,736.62,1303.21,1351.78,2056.88,885.55,408.17,836.54,482.13,550.34,629.78,1880.3,1757.14,418.39
NCL,Commodity-Driven Deforestation,238.18,193.76,128.84,203.18,265.89,117.52,180.6,86.97,245.71,157.92,154.92,165.42,754.54,447.69,140.65
NCL,Forestry,50.28,33.52,40.51,76.88,35.43,8.98,52.2,14.65,74.02,18.64,48.32,31.05,244.9,114.71,17.71
NCL,Shifting Agriculture,142.71,114.8,125,281.55,187.19,1184.14,186.5,118.51,100.38,132.34,79.1,95.92,245.07,489.34,162.82
NCL,Urbanization,6.49,4.07,2.43,12.06,2.57,39.97,6.28,6.28,3.14,2.85,2.5,3.93,5.99,9.21,4.78
NCL,Wildfire,152.14,168.74,439.85,729.54,860.71,706.27,459.95,181.76,413.29,170.37,265.5,333.47,629.8,696.2,92.43
NER,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,Forestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGA,NGA,42944.29,32028.86,13155.7,14443.97,12910.78,25865.09,24368.87,27126.54,24931.41,32349.74,53520,34676.29,42909.08,67932.75,40729.49
NGA,Commodity-Driven Deforestation,3084.54,2895.08,739.4,1079.49,652.37,2263.42,1843.49,1893.13,1371.64,3991.26,4856.88,2955.43,4668.8,8747.08,5692.25
NGA,Forestry,349.02,142.91,19.97,11.14,46.03,30.27,14.35,70.17,97.16,32.96,94.9,74.3,267.7,344.9,128.15
NGA,Shifting Agriculture,36970.1,26908.64,11933.62,13151.01,11359.14,22447.07,20399.74,23692.58,22107.38,26372.83,45325.94,28932.16,35316.64,55662.56,33716.38
NGA,Urbanization,2540.63,2082.23,462.71,202.33,853.23,1124.32,2111.29,1470.66,1355.23,1952.68,3242.28,2714.4,2655.94,3178.2,1192.71
NIC,NIC,43933.38,54052.27,46827.31,20932.82,94967.1,38733.91,88147.45,53628.12,82869.01,212240.47,43154.36,33423.71,43876.94,75327.71,35430.08
NIC,Commodity-Driven Deforestation,1322.79,1658.29,2290.66,914.19,4307.17,1983.51,1800.19,2744.67,4801.14,14712.02,1473.23,1347.7,3394.01,6480.39,3562.54
NIC,Forestry,358.14,449.86,370.44,181.68,392.85,107.23,291.72,255.2,586.75,450.15,19.04,238.59,193.99,245.19,135.3
NIC,Shifting Agriculture,39918.64,49625.49,42293.44,18675.84,86510.47,33747.34,77710.92,48994.7,73768.77,185765.61,39334.24,30410.32,38510.51,64742.94,29948.44
NIC,Urbanization,240.5,32.53,37.12,97.14,28.91,354.76,50.45,36.97,101.73,78.31,13.1,180.95,27.4,35.61,8.96
NIC,Wildfire,2093.3,2286.1,1835.65,1063.98,3727.69,2541.07,8294.17,1596.58,3610.62,11234.38,2314.75,1246.15,1751.03,3823.58,1774.84
NLD,NLD,446.07,635.98,240.53,1199.43,1232.76,1288.32,1389.12,948.12,1292.73,2955.29,963.07,714,424.61,753.32,691.05
NLD,Forestry,446.07,635.98,240.53,1199.43,1232.76,1288.32,1389.12,948.12,1292.73,2955.29,963.07,714,424.61,753.32,691.05
NOR,NOR,21390.29,25008.52,14114.8,31920.07,24096.46,38283.32,30857.67,32462.27,22081.52,38046.71,31567.65,28395.7,31384.81,37763.2,35801.59
NOR,Forestry,21390.07,25006.63,14114.43,31919.07,24095.42,38212.68,30856.04,32459.89,22072.82,38041.42,31558.36,28382.32,31362.2,37693.28,35800.74
NOR,Wildfire,0.23,1.89,0.37,1,1.03,70.63,1.63,2.38,8.69,5.29,9.29,13.39,22.61,69.92,0.85
NPL,NPL,1079.01,1475.69,1313.43,1613.88,1805.61,2316.57,2262.49,2211.71,3902.94,1550.6,2121.61,2604.16,438.42,469.58,429.03
NPL,Commodity-Driven Deforestation,28.92,62.52,165.38,50.74,75.52,182.34,122.2,78.58,668.58,53.84,28.5,112.48,15.76,37.23,36
NPL,Forestry,873.79,1218,783.06,1210.13,1390.46,1695.84,1679.75,1687.79,2567.47,1184.14,1914.3,2076.34,387.57,375.54,383.4
NPL,Shifting Agriculture,61.61,76.06,224.89,118.96,172.1,79.57,257.78,93.17,164.29,84.95,70.97,175.49,15.73,25.47,2.79
NPL,Urbanization,107.37,113.23,76.01,184.1,128.65,211.1,114.85,281.83,339.88,177.19,90.49,221.78,9.69,21.94,6.83
NPL,Wildfire,7.31,5.89,64.09,49.94,38.87,147.72,87.91,70.33,162.72,50.48,17.35,18.08,9.67,9.39,0
NZL,NZL,49686.48,62470.8,43985.95,59886.56,51536.51,60919.73,61413.34,60314.3,58643.82,55259.07,58781.72,68263.45,76024.84,77614.93,63313.16
NZL,Commodity-Driven Deforestation,236.46,370.62,320.93,276.31,376.09,387.5,485.06,791.09,429.62,578.35,575.46,737.12,732.03,2285.27,809.72
NZL,Forestry,47303.91,59283.96,40976.22,56060.41,48660.57,57941.3,56816.38,55828.47,54558.34,51239.95,54871.35,63403.95,69795.56,65941.52,58066.8
NZL,Urbanization,1183.14,895.72,634.83,941.33,982.69,840.62,1089.65,1437.6,1276.68,1109.15,975.85,1197.69,1985.1,2066.28,1571.97
NZL,Wildfire,962.97,1920.5,2053.96,2608.51,1517.16,1750.3,3022.26,2257.14,2379.18,2331.62,2359.07,2924.69,3512.15,7321.86,2864.67
PAK,PAK,86.2,198.43,303.73,870.49,662.4,864.41,744.5,652.81,611.04,510.46,282.81,122.73,22.3,9.59,0
PAK,Forestry,85.57,195.21,299.83,789.77,600.64,751.31,657.45,577.34,535.79,497.05,257.05,120.91,22.11,9.39,0
PAK,Wildfire,0.63,3.22,3.9,80.72,61.76,113.1,87.05,75.47,75.25,13.42,25.76,1.82,0.2,0.2,0
PAN,PAN,18065.75,19016.38,11141.45,16617.96,12207.27,34079.19,20432.02,39594.67,36616.75,15194.2,22652.7,16776.65,13752.64,13732.11,10403.55
PAN,Commodity-Driven Deforestation,646.72,601.2,256.58,319.99,717.18,2682.67,576.44,2501.03,2021.48,680.67,1287.9,242.9,749.65,499.36,700.21
PAN,Forestry,144.71,388.84,286.81,79.87,221.21,182.72,267.25,647.33,1162.25,82.92,604.64,388.01,197.5,341.22,48.89
PAN,Shifting Agriculture,17221.17,17974.45,10558.72,16152.76,11248.35,31108.29,19500.04,36340.11,33256.56,14366.88,20658.77,16085.74,12758.66,12847.78,9601.75
PAN,Urbanization,13.3,0.76,2.81,30.71,0.68,10.34,4.71,17.64,99.44,9.05,10.8,30.71,5.55,7.75,2.43
PAN,Wildfire,39.85,51.12,36.53,34.63,19.84,95.17,83.58,88.57,77.02,54.69,90.6,29.29,41.29,36,50.28
PER,PER,83211.34,78064.37,71931.89,98440.69,159955.11,86455.98,112534.41,123288.46,174597.62,138277.19,121993.01,266970.03,204134.35,200304.9,162915.4
PER,Commodity-Driven Deforestation,16391.58,14148.34,14784.33,16187.25,32224.17,17716.48,16651.91,29296.39,34471.41,29610.92,26469.18,53404.59,52016.71,48449.8,36186.24
PER,Forestry,527.2,364.78,474.87,395.09,1288.8,871.5,965.03,747.03,794.06,623.12,478.3,1246.97,745.01,705.78,701.69
PER,Shifting Agriculture,66288.18,63549.2,56670.58,81856,126439.5,67863.24,94911.65,93240.42,139302.31,108026.2,95033.43,212287.43,151367.4,151139.61,126026.03
PER,Wildfire,4.38,2.04,2.12,2.35,2.64,4.76,5.82,4.61,29.84,16.95,12.1,31.05,5.23,9.7,1.44
PHL,PHL,33784.83,31247.73,34351.39,47437.81,48613.78,56146.55,65034.16,37823.66,59134.62,100147.24,32544.71,57811.54,57966.83,101090.12,65091.7
PHL,Commodity-Driven Deforestation,11196.94,11768.37,14255.72,19882.26,18672.23,17674.14,26440.5,14654.07,20285,31611.45,13218.42,21920.77,25383.95,42406.75,35903.31
PHL,Forestry,5406.18,4700.27,5524.43,5277.98,6517.48,8400.71,9216.88,5875.14,9736.8,22163.83,4949.49,11273.29,10827.82,23804.9,7577.34
PHL,Shifting Agriculture,16080.09,13905.57,13707.68,21427.67,22008.81,28790.91,27820.59,16511.27,26915.39,42724.89,13727.81,23226.62,20607.91,32008.62,20941.19
PHL,Urbanization,1101.61,873.52,863.56,849.9,1415.26,1280.79,1556.2,783.18,2197.43,3647.07,649,1390.85,1147.14,2869.85,669.87
