ISO,Drivers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
VNM,Commodity-Driven Deforestation,28154.11,34951.66,26363.14,47195.18,67427.86,51011.04,45067.5,76578.13,90586.02,125144.19,90528.06,119846.54,71886.29,125428.09,113510.46
VNM,Forestry,11515.84,7573.72,10742,16338.08,21472.81,17129.71,23072.37,19134.43,30490.85,28171.56,26899.62,43404.12,44954.83,67945.02,82314.56
VNM,Shifting Agriculture,6153.99,6290.46,5225.64,9042.07,12194.63,9517.47,10975.56,11777.57,14727.69,19060.32,11866.72,15387.26,14017.79,21617.81,19203.13
VNM,Urbanization,718.78,361.2,351.99,950.32,687.67,790.76,804.02,561.82,1283.26,1114.3,1047.55,2119.75,1389.3,2027.69,2653.01
VUT,VUT,33.29,55.11,407.89,218.41,143.9,118.9,81.2,110.58,1005.71,200.6,526.08,88,730.09,370.61,2890.59
VUT,Commodity-Driven Deforestation,4.64,7.21,21.74,48.99,68.88,23.49,4.55,11.47,9.95,24.11,7.28,22.8,234.88,70.2,570.09
VUT,Shifting Agriculture,2.58,1.18,1.11,5.19,1.77,1.4,0.37,1.1,1.84,0.96,6.76,9.6,59.81,7.06,552.06
VUT,Urbanization,0,0.07,0.07,0.22,0.59,0.07,0,0.22,0,1.63,0.37,0.81,17.46,3.85,14.13
VUT,Wildfire,26.07,46.65,384.97,164.01,72.66,93.94,76.28,97.78,993.92,173.9,511.67,54.79,417.94,289.5,1754.31
XAD,XAD,0.38,0.25,0,1.59,0.06,2.1,3.05,0.95,2.67,0,0.95,1.78,1.02,1.21,2.54
XAD,Forestry,0.38,0.25,0,1.59,0.06,2.1,3.05,0.95,2.67,0,0.95,1.78,1.02,1.21,2.54
XKO,XKO,1025.39,176.86,212.42,526.59,291.56,468.5,761.01,1094.02,735.53,439.43,769.91,1596.46,722.69,714.37,431.7
XKO,Forestry,1005.73,175.25,209.78,517.25,285.03,450.45,753.84,1080.95,721.02,414.77,752.7,1575.98,705.6,706.17,421.08
XKO,Shifting Agriculture,17.54,1.61,2.58,8.31,6.54,16.62,4.7,13.02,14.46,14.91,13.59,16.68,10.89,4.81,5.16
XKO,Wildfire,2.12,0,0.06,1.03,0,1.43,2.47,0.06,0.06,9.75,3.61,3.79,6.2,3.39,5.46
XNC,XNC,1.26,2.14,1.39,3.91,0.51,3.03,3.34,0.95,5.61,3.09,2.9,0.88,7.19,20.92,10.04
XNC,Shifting Agriculture,0.95,0.38,0.06,3.6,0.51,1.2,1.58,0.44,2.53,1.96,2.4,0.44,3.6,3.22,10.04
XNC,Wildfire,0.32,1.76,1.32,0.32,0,1.83,1.76,0.5,3.09,1.13,0.5,0.44,3.59,17.7,0
ZAF,ZAF,76151.17,47279.23,91912.25,71926.06,103966.04,104325.2,46241.45,80720.05,66565.06,61180.5,68997.84,84217.11,55270.52,68485.44,69637.02
ZAF,Commodity-Driven Deforestation,2765.7,2904.19,3788.69,6026.19,1179.04,3996.72,5198.06,2123.12,3828.9,1233.98,2380.25,3768.02,3173.08,2900.46,8878.08
ZAF,Forestry,65948.39,38411.47,79729.7,54160.7,94742.65,87796.92,32108.69,69499.3,53808.94,50795.04,57705.84,71532.42,40772.4,50536.05,45702.51
ZAF,Shifting Agriculture,7014.21,5592.59,7954.65,11201.8,7294.81,11783,8304.7,8744.32,8706.73,8679.08,8478.82,8513.66,10385.82,14517.26,14172.26
ZAF,Urbanization,370.12,331.11,398.03,501.65,674.01,735.82,439.64,326.26,173.5,419.55,398.77,358.63,866.31,455.13,647.91
ZAF,Wildfire,52.74,39.87,41.19,35.72,75.53,12.73,190.36,27.05,46.99,52.84,34.17,44.39,72.9,76.54,236.27
ZMB,ZMB,29286.44,45031.09,40993.12,27931.46,56498.25,39878.51,52891.32,65259.79,116557.81,172768.4,59099.69,128396.33,82251.26,113061.24,86638.55
ZMB,Commodity-Driven Deforestation,407.14,1118.94,1122.36,748.67,1116.48,497.17,1839.29,1731.16,2922.41,8233.39,373.01,3999.51,2561.31,2292.1,1837.32
ZMB,Forestry,15.86,71.84,32.92,10.6,65.67,63.48,27.21,41.38,82.55,583.71,92.4,981.32,528.91,641.96,321.45
ZMB,Shifting Agriculture,28852.3,43831.1,39826.23,27139.95,54927.24,39291.23,51019.99,63466.89,113522.51,163932.29,58624.49,123116.93,78645.15,109637.45,84226.73
ZMB,Urbanization,11.14,9.22,11.61,32.24,388.87,26.63,4.83,20.35,30.34,19.01,9.79,298.57,515.88,489.73,253.04
ZWE,ZWE,7728.52,7584.44,7157.74,8295.9,11254.14,14649.94,9000.41,5203.73,18930.64,6456.36,8830.62,13566.77,9520.23,9499.59,12173.11
ZWE,Commodity-Driven Deforestation,26.01,54.83,12.02,112.2,28.17,7.66,35.44,5.94,69.88,18.27,10.23,37.69,0.8,0.36,0.07
ZWE,Forestry,3517.62,2593.59,3748.12,4301.23,3844.36,9509.93,3208.61,1421.26,6539.28,1520.91,5165.41,5428.91,5726.32,5162.89,7906.93
ZWE,Shifting Agriculture,4174.04,4905.46,3372.11,3852.59,7250.75,5129.94,5656.36,3724.76,12273.66,4839.23,3598.84,7992.53,3737.77,4303.4,4220.3
ZWE,Urbanization,10.85,30.55,25.5,29.88,130.85,2.42,99.99,51.76,47.82,77.95,56.14,107.65,55.34,32.94,45.81
,Grand Total,13123406.17,16254527.8,14337746.15,19676840.61,17904111.57,17442021.57,18175710.55,18392133.85,16758742.73,18315999.26,17368382.48,23198497.87,20413748.73,23503652.7,19485149.11
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Commodity Driven Deforestation,,,,,,,,,,,,,,,
,Forestry,,,,,,,,,,,,,,,
,Shifting Agriculture,,,,,,,,,,,,,,,
,Urbanization,,,,,,,,,,,,,,,
,Wildfire,,,,,,,,,,,,,,,
