Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Kyrgyz Republic,KGZ,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,533883965,588340048.6,615517424.4,623951400.3,575659883.4,560488191.1,512105948.7,468036468.2,458627219.1,528300068.1,593053677.3,609969355.5,660061857.5,677752909.7,727067084.1,749665687,773620745.8,805402416,771877360.5,784973230.6,797631142.2,804511164.9,858611845.9,836531830.1,851978603.8,862605179.6,885472188.5,880604501.7,934812848,961606241.1,983098799.7
Lao PDR,LAO,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134787194,1177565334,1224426885,1255169122,1298129527,1316499911,1371230705,1472767485,1523700361,1566819197,1610581349,1618435993,1663005380,1710133753,1781100953,1844597922,1895461410,1949950158
Latvia,LVA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688491458.2,626579912.6,680094607.1,648489866.3,616510313.4,699567619.9,761537440.2,817735418.8,798435905.6,823605268,891881997.5,855123921.2,925448210.9,864553823.3,974581709.4,936137640.7,920008799.7,988056403.8,1032639180,1034209947,1163791636,1050300380,1069950866
Lebanon,LBN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773824783.8,901388643.9,968870003.6,1032710693,1156038560,1170967427,1283005159,1297118216,1351597181,1379980722,1339961281,1377480197,1384367598,1467429653,1406783222,1391693134,1423006817,1345158423,1416766327,1478048122,1581709597,1527482180,1530496089,1755702615,1511950756,1603506682,1791019094
Lesotho,LSO,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,106363704.1,96436204.03,103866341.8,133348963.5,163874449.3,124512481.4,117282621.1,147004790.4,163872797,169498785.6,128065994.1,133886431.8,115162228.9,117787654.8,116477595.7,127747929,148636298.3,126362430.6,130265582.8,128693455.3,130518405.2,95227138.1,117992674.1,119949648.4,120215983.3,117538125.7,115846467.7,114416889.5,133710621.8,145403034.9,139010600.7,156993402.5,110862267.8,114657919.6,113616922.8,115193045.2,103315949.5,102607322.5,122505202.9,129062967.6,122295566.3,128738451.8,124418618,154767150.8,160297951.8,149482517.7,182629694.8,188277378.1
Liberia,LBR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572752814.6,604501989.8,592478557.7,415775232.9,353794148.9,364687956.1,380133704.6,407801686.6,450819076,863797284.9,895104600,930681094.4,947757811.8,971949828,966257588.9,966257588.9,745683323.4,737144964.7
Libya,LBY,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155983757,1285491145,1363477098,1271446816,1069244285,1115115064,1041760094,1105812572,1166405653,1126011501,1145735625,1021163572,1146663119,1174823297,1191275828,1110180921,1185879990,1328085298,1283374053,1328343561,1396780016,1325582798,1306441818
Luxembourg,LUX,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353021365.5,352539275,308188273.3,320796794.1,356991990.1,323484051.3,266111308.3,364192885.8,197206801.5,215728877.6,165101428.3,154404052,161908240.9,117464529.5,139493681.4,131553756.8,109426597.4,138202367.6,102136965.2,119873657.5,130724667.1,116038124.3,115374587.7
Macao SAR China,MAC,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,1160019740,1136968771,1160590889,1173187886,1280270913,1273971193,1163739528,1201532962,1122795013,1203109724,1233029119,1177910846,1225152639,1256648795,1296018971,1310500376,1352908393,1386801525,1417269756,1491154095,1522162527,1529917008,1556002219,1606060516,1598800746,1628761126,1669494918,1700900926,1737263037,1796517626,1816821577,1889873245,1865465738,1889632287,1947634616,1996289917,2039117714,2084845197,2146269167,2329472502,2249289696,2264209433,2297124472,2156482748,2226713323,2210617625,2245522411,2222189864
Malawi,MWI,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,521673581.8,488512957,509002474.6,502262480.3,586916505.6,643262645.8,602822818.9,615224344.7,620885920.8,694486419.1,772400450,795046756.3,819849808,766199664.8,703383156.8,748406188.7,781566769,826320219.7,830364171.1,835486539.3,842496114.9,859480800,880509526.8,878352782,990775437.3,741935777,1135010808,806756184.4,1126152938,1413405197,1415298459,1561630648,1719592748,1810711886,1702382779,1802714683,1862350474,1930217308,1750123165,1669257731,1792629836,1855647802,1929793506,2061093107,2149450890,2146768873,2288091067,2422818682,2373944010,2318630151,2434560662
Malaysia,MYS,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,8145963211,8263617491,8893636460,9941136289,10628084909,10305485052,11566787029,11840048058,12034872932,12726882183,12890079290,13516302754,14390485362,14298132439,14704229114,14996466362,15621424700,16719529540,17173028127,17990151936,17679211387,17863088852,19088258887,18489103940,18138906678,17679211387,18480840272,18604801807,18090354879,18177129894,19278335600,19244996212,19796668529,20990595511,21971905343,22541819937,23857328273,25963163485,25068894042,22492859365,25730961473,27492161063,27756356524,28307410512,28887026171,29305516749,27788333178,29793548788
Maldives,MDV,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118158951.8,120442479.1,121981156.4,130839401.6,135408626.4,134283514.2,147493137.5,174178467.6,176544784.1,177090357.1,197313009,201276925.5,164211977.6,154821591.6,151171583.6,145820960.9,145926747.3,145654997,155676995.2,155201910.4,154572262.6,156850801.8,169805578.3
Mali,MLI,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,754540661.8,772945367.5,732042115.1,789300535,807700088.3,819971637,730002799.3,682966390.6,850642655.9,973331968.5,1051039480,971297723.1,1126697452,1285399683,1330881769,1175747193,1101028348,1012753677,1309057409,1291320554,1322875350,1631993210,1631179455,1526811912,1775619345,1557558917,1701314560,1888992364,1825333321,1867866427,1870782269,2075365080,2235922639,1997009328,2224375075,2142072193,2453931603,2398535188,2580152289,2688038799,2778372076,3095578045,3192168574,3525784561,3478559934,3763078022,3682637360,4004869138,4282174269,4607190582,4828335730
Malta,MLT,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127284768.2,,,,,,,
Marshall Islands,MHL,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16747970.75,15214982.2,15629955.87,16905490.82,17015134.5,19338016.07,24820200,25674557.57,28173840.04,29124759.57,28692523.42,28828735.13,28179234.57,29669876.11
Mauritania,MRT,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,517394815.4,501078447,486223280.6,487022782.6,497587507.6,533215405.4,537245298.2,557225217.4,579874457,479923040.3,461200143,400897839.6,567949600.1,463751740.5,462202868.3,389043583.9,399231292.5,422346629.7,410567699,418053087.5,466190386.9,507774445.6,516229633.1,594040259,484480232,496390963.8,537819648.4,568090849.2,585180173,591676961.1,552743375.1,590688313.6,631238110.8,690540429.5,573147732.2,715852561.3,776645839.7,603977073.5,612970838,657798471.3,652567429.1,658676408.4,638516370.3,665744615.4,644282642.3,697235561.5,697155255.5,764687318.8,826192047.8,836590464.2,880280107.6,861250243.6,925942177.4,916524922.4,936356547.1,991410522.3,1021153082,1070673449
Mauritius,MUS,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,314075062.5,314075062.5,314409897.6,327133622.5,215298791.9,262510499.4,313405392.4,272642207.1,274690610.9,305621468.1,338395888.6,325875240.5,310141039.7,287315367.7,314905623.5,309923600.3,329300323.8,309953725,292047084.6,313837799.5,331698656.7,343754181.2,341122352.9,254157469.7,338593717.9,367308300.2,302909759.5,312210425,341822263.9,327490422.8,330553351.3,323159230.6,331830067.7,365679649,364307896.2,377016938.7,381188720.6,383087559.5,397135264.7,398147493.9,412708287.5,411905752.3
Mexico,MEX,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,14042436926,14363060328,14544957023,14818010187,14986170979,15609757339,16519062438,16632755305,17300225205,17734065775,18079960864,18265068556,19679807433,20871441891,20420119258,21885223125,23583161172,23050419995,23511713861,23843224257,24564768915,24237489542,24541369481,23710494257,23375901608,25073559604,25635614828,25064399779,25797371021,25826923552,26191170049,27218829080,27213647932,28047868711,28427589504,28674721972,30209527951,29935669818,31082561459,31815382949,30655583340,32580482803,33958284278,33943124878,33223823981,34052257756,32770666956,34853730375,35648478422,36996223729,37761479322,39091330395,40329894121
Micronesia Fed. Sts.,FSM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74262480.53,71465161.86,65422440.83,74996600.11,69292753.82,73970428.32,71484649.44,72913390.29,74663087.74,68996777.94,72003097.7,71949474.14,75743275.46,76317701.48,76435804.09,73481800,81841189.51,80421603.91,75238821.65,79740323.15,88256528.87,81830334.01,
Moldova,MDA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812284668.7,712416026.5,798135239,748392034.4,717927806.9,734626299.7,788874040.2,828878845.6,738490501.7,888858909.9,902024557.2,876577241,570828927.7,805021174.5,724921577.6,778493285.8,818188579.8,651383949.9,956322959.8,1038475289,900079283.1,1065568175,1156739639
Monaco,MCO,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,634986317.8,715957730.2,731406226.9,712228753.7,775088155.2,810246762,705836309.7,722350174.3,777971142.9,909874677.9,819999314.1,802426325.1,795765118.1,810507603.4,812455320.5,829606586.8,866401525.1,911114596.3,937198908.3,784157312.5,633988989.2,564302179.6,591299019.2,687258974.8,764749257.8,814695756.5,932348484,975913462.5,1011372070,843510498.6,840840175.4,1017847688,1213047653,1379003921,1526800371,1621675013,1650982308
Montenegro,MNE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261500721.5,268205232.3,291729790.4,289071638.1,300948852.1,306354660.5,320195025.2,283545233.4,316158911.1,322338261.6,317810596,352927142.5,307741968,349737359.8,356159520.5,363472584.5,377641488.9,365879120
Morocco,MAR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,2858084298,2523192585,2993062980,3878818356,3713519004,3868422096,4255160465,4160555058,3772777254,3851788299,3607477568,4159515300,3646983079,4301943294,4228130396,4488034970,3285498324,4582343764,3968003312,4358336003,4943574842,6634236490,5072998036,6768725148,7199650786,6719845551,8181411957,5380371296,5040194273,8052012290,4750036080,8245233013,6358060052,8063213775,6879535818,6042886392,7194760652,7502630327,9026149014,9429275418,8382440256,10148337794,8116512545,9627959445,11933495785,12065532481,12869129763,11860594636,13974601033,13652165181,15220624518,13321133041,15085507004
Mozambique,MOZ,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,754811324.8,732424290.7,710305569.1,911475871.5,957917317.8,1000542349,1011548327,921493231.4,731617616.6,918478350.1,914778822.3,1070001982,1226216366,1337710374,1450218170,1539160530,1348551023,1485158014,1657088215,1746976346,1834157189,1958364424,2164119443,2347024359,2511083391,2640316524,2776564992,2891898564,2949240466,3004904420,3117024444,3213865747,3297466382,3439872516
Myanmar,MMR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9149447187,9945440911,10545248855,11779876426,13073491542,14652378648,15455079617,16785105584,17837221994,18886548591,18257313469,18136692452,18441756413,19113132248,19639549812,20308874231,20215158131,20474620785
Namibia,NAM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,414466906.6,412806755,424501127.3,416942855.7,406986604.4,444366299,436654297,473785834.9,480863824.4,483058641.3,563374932.9,637892736.2,596304690.5,644303775.3,733558747.2,719360528.3,776652065.2,728636603.3,784319210,826560987.3,899828388.8,837991763.6,925842293.6,962788327.1,975639430.7,1031637587,1025820248,932219895.6,784073990.6,922960498.3,967762962.4,954888993.6,973692413.8,862517319.6,910108192.6,859412746.5,900692500.3,979580781.5
Nauru,NRU,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,1649017976,1842092253,1766276594,1775739964,1829039285,1892345981,1905725305,1919648411,1903332090,2010474738,2044303655,2055507411,1969575781,1968814354,2028313690,1931287238,2133824774,2231612877,2207465085,2421859094,2475811243,2542707201,2524977184,2690531608,2856412389,3021096548,3086143561,3053293732,3034367010,3265077235,3254199806,3397999392,3538318198,3575083900,3672328097,3854851322,4020609928,4144541596,4282475966,4488460371,4645461151,4728237275,4774249845,5052314582,5204871701,5309581947,5549074664,5805980335,5869586707,6136435935,6204022263,6218060375,6541409818
Netherlands,NLD,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,2353903824,2757230804,3095656747,3218762398,3415234806,3865819104,4409000009,4922698298,5015905861,5420517930,6060832521,6349889483,6922316196,7214913345,7003969215,7790379877,8108864755,8952699945,8847719308,9541658124,10092318583,10992587631,11267574967,11675279434,12005711814,12313049144,12552360591,11969528670,12831392720,12233929881,13060284390,13200616962,12536139305,12644894949,12992228839,13714224263,13754486766,13802866005,14152336324,14513346088,15023548823,15056057219,14919641500,14820845528,14949413237,15635711184,15959836654,16315304629,16414398596
New Caledonia,NCL,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,6293256747,5952382220,6736270520,7560768365,7541078832,7836421323,7340492065,7661677060,9076859887,8909499144,9817677396,9539563193,9023944402,10594182032,10655711732,9335284630,10923981170,10947362499,11731250727,12766180105,12815403866,12257944907,12844938165,13310102572,13065214393,12990148201,14447171268,14002926872,14730207819,14775739783,12438842213,13630057016,13750655172,12666502033,14245353879,14957867712,14572691843,15375038981,15770059616,15981721772,16097397581
Nicaragua,NIC,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,397369200.2,433108198.3,476782465.6,543793087.2,631202196.3,689308355.7,671423712.9,722033768.8,691519327.6,788756661.2,732058860.7,760089744.4,759923164.4,828372432.1,912434796,928456770.6,959879830.5,1005356191,1066869670,902894300.8,730953374.7,800508128.4,823132731.5,870608053.2,824117068.3,784546728.4,715734013.2,692503664.4,622191728.6,679364871.2,680747149.3,654228944.3,674235801.4,686519974.5,761528393.4,827612660.6,905661687.6,898684092.5,896294093.4,950684590.1,1065377295,1093968322,1091160520,1112393370,1175899940,1230248985,1260626517,1409078367,1437924797,1449956748,1487445019,1563821548,1548975156,1521335524,1558612925,1546036970,1616621871,1753548770
Niger,NER,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836475984,1921639490,2232931996,2020044381,2338810403,2269690639,2608108003,2599025144,2815041771,2867911770,3184729078,3364764734
Nigeria,NGA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,15731234938,16141005777,16028702450,15326254612,18170983424,19872755338,19239592897,21121822085,22129017626,23052311174,23891451888,24450044791,24908287618,25547082794,26463305804,27502350079,28647617629,29775787972,31295450916,32209152458,33430532058,52010568970,55654979459,59139665196,63320812918,68014710652,72911609814,77481875869,82039185801,86820135996,89351679783,95341958123,98141846274,1.02333E+11,1.06137E+11,1.10496E+11,1.14303E+11
North Macedonia,MKD,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731518396.5,869632981,865762514.6,702836194,755148619.5,770834202.1,755026395.6,777882527.9,803468354.7,810679649.5,818909483.8,724173345.4,724373693.7,801421936.8,854857698.2,859522952.2,854857698.2,874577698,1071233893,1100370265,952083880.1,969542805.9,813958017.9,883765099.9,911355927,928271050.2,924722022.6,800277089.2
Northern Mariana Islands,MNP,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,2808230851,2955583323,2953307608,2841228700,3125503290,3169121131,3217480055,3144088283,3116400430,2909879404,3148450059,3393847875,3357246800,3250857179,3592783190,3257684324,3030681881,3173482923,3202687908,3322352527,3481083574,3838180990,3638676746,4180865567,4298633763,4587649420,4569633338,4506482283,4588407986,4588597623,4470260499,4361784817,4739363667,4652317607,5179714298,5296344619,5497366011,5889357717,6141203370,6229007997,6725492899,6980372850,7330074209,7032145330,7515924164,7101744255,6706718268,6829986097
Oman,OMN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583615084.5,628608582.6,631469440.8,665279583.9,671781534.5,657997399.2,684005201.6,665799739.9,647074122.2,673081924.6,703511053.3,740442132.6,810577633.3,806631989.6,827490247.1,947906371.9,964889466.8,1279583875,1385695709,1510793238
Pakistan,PAK,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,6817448491,6803693035,7224258153,7600723776,7792092371,8200931286,8238063575,8689839760,9709209508,10147724159,11116700086,10775436667,11149411864,11335073310,11808952048,11558751146,12075950887,12380966121,12730186460,13124496006,13991800188,14503695317,15188833395,15857833361,15092772978,16741546274,17737454609,18314571372,18814804657,20107433740,20716825175,21744816479,23810860705,22552212057,23731127306,25289725402,28254478934,28289409755,29567422228,30143590951,31980496578,31284176182,31316516472,32615287322,33408593966,35574423946,37814525792,39109106715,39815940785,41208543416,41303135855,42113508283,43638915206,44806272386,45924874310,46903089211,46975295554,47945991624
Palau,PLW,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6665822.044,6703071.061,6792346.823,6893277.186,7091710.089,7393815.613,8504278.128,7819856.006,8078161.561,7469532.429,7094300,6974249.998,6679228.643,6866540.162,6460533.494,6227136.79,6711754.881,7301035.853
Panama,PAN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,426844206.4,460052750.7,444879785.5,449746654.8,423408762.3,454040812.2,478374685.8,502422203.4,541356330.3,518167644.1,508434142,560366843.9,564545371.1,605285834.3,614090512.1,655129390.8,643638500.1,676768065.9,633341389.8,668709427,679006537.3,686318911.2,716613003.5,716911519,736162507.2,759890366.2,789213698.3,824716978.6,874567098.7,883564417.7,969890424.7,1032628783,1066915966,1165886721,1181693024,1212210911,1255629345,1270572231,1308841550,1135303715,1063700000,1070593554,1077117810,1127342275,1149253929,1150977317,1159963557,1167103310
Papua New Guinea,PNG,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565932804,2534645088,2568653475,2717950294,2794469165,2818275036,2986276468,3125710855,3231985024,3147953428,,
Paraguay,PRY,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,328634576.5,341401272.1,349182610.4,375614380.4,366754769.1,385403218.2,382239290.7,391247652.1,398499113.5,425459563.5,446133369.4,475395825.6,521362507.7,572133845.3,594186414.6,627208371.9,655288154,701932062.2,759034371.7,839496537.6,844788921.2,825195868.4,877768878.5,923679425.2,876866795.7,965154863.6,1089785822,1199644517,1222666962,1208755995,1263233790,1349716194,1386180386,1570761651,1556272356,1671244812,1696000288,1711005898,1589543647,1773858486,1855184560,2032351451,2129285451,2130576625,2230834262,2578802233,2800120348,2443144959,3538073907,3732873663,2655012568,3854278225,4010270679,3991165526,4116526160,4362450684
Peru,PER,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,2558579073,2686378500,2801225282,2850013577,3051211324,3048620795,3247659768,3406977297,3310264217,3466127708,3820598416,3750222380,3523982854,3492464752,3664303171,3644442449,3722590072,3697116537,3683732138,3842617912,3596085909,3921629045,4037771092,3602993986,4029567750,4180250183,4437576056,4662952073,5029080162,4788592726,4481183293,4567966012,4288620643,4732896354,5438383733,5640876744,5960807067,6196113445,6153801472,6940027002,7428773460,7280249802,7633857001,7723662003,7935221866,8218021274,8904943195,9255959865,9945472315,9975695153,10073271743,10891447130,11084441535,11373285510,11249371877,11694079343,11897435864,12166419118
Philippines,PHL,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,6007941056,6409925595,6701564146,7176008673,7198965643,7728773892,8024853508,8219846594,8757778101,9094859170,9135671676,9504495805,10015313449,10760519579,10417108791,10589522736,11650836844,12160331858,12612575995,13012103981,13537564999,14027315071,14137093156,13659530149,13533030274,13278613423,13767135345,14210121088,14670962305,15112342003,15185086516,15393211402,15453107534,15782063892,16191795003,16329537212,16953345032,17477955787,16362886318,17941876691,18549105676,19187855222,19824929964,20750730134,21646809053,22132606339,22938588222,24022701785,24796525945,24618272638,24578262323,25215091752,25925084058,26221052026,26660194187,26695252823,26371048257,27416768963
Poland,POL,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14567704706,14210526316,12964547475,11460219547,10133651710,10120717673,10950817497,11186283289,11538487049,12537724273,12337080887,11654230093,12171923192,11918880377,13198686698,12298942062,12554969655,11363744901,12395847843,12480715020,11424800186,11770735914,
Portugal,PRT,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992657047,5236315519,4822520289,4631441202,4913555134,4669255242,4542597617,4730986798,4632329229,4901481018,4628726927,4759993018,4558096827,4719861103,4559561376,4586989147,4625392688,4597046561,4729282926,4653091436,4890472137,4712392674,4930802848
Puerto Rico,PRI,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822000000,,,,,,,
Qatar,QAT,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85541139.53,85541139.53,63721950.32,70912364.95,71656200.94,85045248.87,98930187.46,108848000.7,148767199.2,123476775.3,147527472.5,155461723.2,162652137.8,172322005.7,215464493.5,232076830.7,252904238.6,273731646.5
Romania,ROU,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12390574615,10861162602,9457843032,10748103911,11060032149,11607446894,11264029767,11253888474,9963690609,10176397735,8431835261,10807628232,10188402599,10730008333,12732567041,10550152064,10904577262,8009671425,9892701557,9681467953,8304288996,10326783579,7668247885,10207731730,10718220163,9527875032,9927979389,11373677083
Russian Federation,RUS,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64739495925,62344134578,56733162459,54463835961,47928175648,44093921595,41756943748,42800867347,34754304285,40697290314,45865846187,51094247027,52578719916,51637081651,52172133074,52094099933,53397699745,53888185568,56975088832,57932558897,50991688526,58238938625,57542573177,60147655955,62105190359,63598741848,65036739176,66015559172
Rwanda,RWA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,270924732.1,283690804.3,297058435.9,311055961.4,325713046,354680184,364122333.5,252533915.5,361840230.6,426782326.1,402215827.3,517638796.5,521545771.9,535826855.5,651797436.3,641918957.5,634092245.6,693059813.7,723326777,659557318.3,674674228.6,694250110.6,680224250.5,718479406,687835534.4,670228743.9,709101999.7,745975319.7,619733929.6,425615585.8,550841797.3,660542106,687825071.5,759655539.6,892211794.3,959189220.6,1043728910,1220071223,1182642699,1204055131,1282149475,1317581709,1351886104,1439064202,1550228292,1627502504,1698220748,1814095828,1873661552,1998558081,2098011453,2179418112,2322864877
Samoa,WSM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88094676.98,99257467.99,102395992.1,95711104.04,89153278.82,86383248.37,86431886.31,83728503.61,83641054.73,78322311.78,74379349.73,78584581.96,75264086.2,80385638.99,77135347.06,68810572.55,67017889.51,68666685.3,63736740.01,62180096.31,68187112.09,67963882.27,73488418.79,80024104.57
San Marino,SMR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17037347.43,16689641.86,16956549.39,17644289.81,17948321.13,19256073.11,19744628.5,21922978.65,22774746.98,22952033.47,23625190.08,24056036.04,24030702.01,25081141.67,25906004.37,26420550.92,27117843.69
