"","ISO","year","value"
"4125","MOZ",2007,12.3076654700703
"4126","MOZ",2008,13.360282325334
"4127","MOZ",2009,18.6581227922329
"4128","MOZ",2010,17.0472233897106
"4129","MOZ",2011,16.8956124554287
"4130","MOZ",2012,10.3914130457746
"4131","MOZ",2013,NA
"4132","MOZ",2014,NA
"4133","MOZ",2015,NA
"4134","MOZ",2016,NA
"4135","MOZ",2017,NA
"4136","MRT",1960,NA
"4137","MRT",1961,NA
"4138","MRT",1962,NA
"4139","MRT",1963,NA
"4140","MRT",1964,NA
"4141","MRT",1965,NA
"4142","MRT",1966,NA
"4143","MRT",1967,NA
"4144","MRT",1968,NA
"4145","MRT",1969,NA
"4146","MRT",1970,NA
"4147","MRT",1971,NA
"4148","MRT",1972,NA
"4149","MRT",1973,NA
"4150","MRT",1974,NA
"4151","MRT",1975,NA
"4152","MRT",1976,NA
"4153","MRT",1977,NA
"4154","MRT",1978,NA
"4155","MRT",1979,NA
"4156","MRT",1980,NA
"4157","MRT",1981,NA
"4158","MRT",1982,NA
"4159","MRT",1983,NA
"4160","MRT",1984,NA
"4161","MRT",1985,NA
"4162","MRT",1986,NA
"4163","MRT",1987,NA
"4164","MRT",1988,NA
"4165","MRT",1989,NA
"4166","MRT",1990,NA
"4167","MRT",1991,NA
"4168","MRT",1992,NA
"4169","MRT",1993,NA
"4170","MRT",1994,NA
"4171","MRT",1995,NA
"4172","MRT",1996,NA
"4173","MRT",1997,NA
"4174","MRT",1998,NA
"4175","MRT",1999,NA
"4176","MRT",2000,NA
"4177","MRT",2001,NA
"4178","MRT",2002,NA
"4179","MRT",2003,NA
"4180","MRT",2004,NA
"4181","MRT",2005,NA
"4182","MRT",2006,NA
"4183","MRT",2007,NA
"4184","MRT",2008,NA
"4185","MRT",2009,NA
"4186","MRT",2010,NA
"4187","MRT",2011,NA
"4188","MRT",2012,NA
"4189","MRT",2013,NA
"4190","MRT",2014,NA
"4191","MRT",2015,NA
"4192","MRT",2016,NA
"4193","MRT",2017,NA
"4194","MUS",1976,NA
"4195","MUS",1977,NA
"4196","MUS",1978,NA
"4197","MUS",1979,NA
"4198","MUS",1980,NA
"4199","MUS",1981,NA
"4200","MUS",1982,NA
"4201","MUS",1983,NA
"4202","MUS",1984,NA
"4203","MUS",1985,NA
"4204","MUS",1986,NA
"4205","MUS",1987,NA
"4206","MUS",1988,NA
"4207","MUS",1989,NA
"4208","MUS",1990,NA
"4209","MUS",1991,643.15762724678
"4210","MUS",1992,632.380940270426
"4211","MUS",1993,606.518621602831
"4212","MUS",1994,647.220437875755
"4213","MUS",1995,714.568852146172
"4214","MUS",1996,739.994112885044
"4215","MUS",1997,678.306125517223
"4216","MUS",1998,754.968012060638
"4217","MUS",1999,992.38194306558
"4218","MUS",2000,819.18069707251
"4219","MUS",2001,831.025476345711
"4220","MUS",2002,854.145670875069
"4221","MUS",2003,823.513352664173
"4222","MUS",2004,1000.07490743143
"4223","MUS",2005,936.297202793472
"4224","MUS",2006,958.062169515068
"4225","MUS",2007,873.606149546323
"4226","MUS",2008,2567.11903372445
"4227","MUS",2009,1623.84346735996
"4228","MUS",2010,1786.23990365881
"4229","MUS",2011,1332.79041631103
"4230","MUS",2012,1322.46076260583
"4231","MUS",2013,NA
"4232","MUS",2014,NA
"4233","MUS",2015,NA
"4234","MUS",2016,NA
"4235","MUS",2017,NA
"4236","MWI",1967,NA
"4237","MWI",1968,NA
"4238","MWI",1969,NA
"4239","MWI",1970,NA
"4240","MWI",1971,NA
"4241","MWI",1972,NA
"4242","MWI",1973,NA
"4243","MWI",1974,NA
"4244","MWI",1975,NA
"4245","MWI",1976,NA
"4246","MWI",1977,NA
"4247","MWI",1978,NA
"4248","MWI",1979,NA
"4249","MWI",1980,NA
"4250","MWI",1981,NA
"4251","MWI",1982,NA
"4252","MWI",1983,NA
"4253","MWI",1984,NA
"4254","MWI",1985,NA
"4255","MWI",1986,NA
"4256","MWI",1987,NA
"4257","MWI",1988,NA
"4258","MWI",1989,NA
"4259","MWI",1990,NA
"4260","MWI",1991,17.9595728062985
"4261","MWI",1992,13.407873107224
"4262","MWI",1993,11.668630338385
"4263","MWI",1994,14.3032663768765
"4264","MWI",1995,12.2084471807456
"4265","MWI",1996,7.61867107157568
"4266","MWI",1997,8.89766048522236
"4267","MWI",1998,10.1557531173179
"4268","MWI",1999,12.8973860886838
"4269","MWI",2000,6.61656456463036
"4270","MWI",2001,11.4898156343196
"4271","MWI",2002,7.97501369463134
"4272","MWI",2003,10.3285211450798
"4273","MWI",2004,17.3026603152458
"4274","MWI",2005,13.2004133525544
"4275","MWI",2006,32.4085162951288
"4276","MWI",2007,39.445210011943
"4277","MWI",2008,52.487845108286
"4278","MWI",2009,43.5196710477214
"4279","MWI",2010,36.8707617429592
"4280","MWI",2011,31.5548351061103
"4281","MWI",2012,NA
"4282","MWI",2013,NA
"4283","MWI",2014,NA
"4284","MWI",2015,NA
"4285","MWI",2016,NA
"4286","MWI",2017,NA
"4287","MYS",1970,NA
"4288","MYS",1971,NA
"4289","MYS",1972,NA
"4290","MYS",1973,NA
"4291","MYS",1974,NA
"4292","MYS",1975,NA
"4293","MYS",1976,NA
"4294","MYS",1977,NA
"4295","MYS",1978,NA
"4296","MYS",1979,NA
"4297","MYS",1980,NA
"4298","MYS",1981,NA
"4299","MYS",1982,NA
"4300","MYS",1983,NA
"4301","MYS",1984,NA
"4302","MYS",1985,NA
"4303","MYS",1986,NA
"4304","MYS",1987,NA
"4305","MYS",1988,NA
"4306","MYS",1989,NA
"4307","MYS",1990,NA
"4308","MYS",1991,540.534971460505
"4309","MYS",1992,636.394640920519
"4310","MYS",1993,623.665449833857
"4311","MYS",1994,623.045220341268
"4312","MYS",1995,592.511907025347
"4313","MYS",1996,596.997703224415
"4314","MYS",1997,575.455591516561
"4315","MYS",1998,409.825476140676
"4316","MYS",1999,452.95885169738
"4317","MYS",2000,453.162408259794
"4318","MYS",2001,602.427758567426
"4319","MYS",2002,586.580548041214
"4320","MYS",2003,696.119302997248
"4321","MYS",2004,839.31672038639
"4322","MYS",2005,771.647163542789
"4323","MYS",2006,929.040140245066
"4324","MYS",2007,1093.68343845793
"4325","MYS",2008,1088.5948087688
"4326","MYS",2009,1810.91866229218
"4327","MYS",2010,1721.47129774941
"4328","MYS",2011,2141.55973247882
"4329","MYS",2012,2506.59034202804
"4330","MYS",2013,NA
"4331","MYS",2014,NA
"4332","MYS",2015,NA
"4333","MYS",2016,NA
"4334","MYS",2017,NA
"4335","NAM",1980,NA
"4336","NAM",1981,NA
"4337","NAM",1982,NA
"4338","NAM",1983,NA
"4339","NAM",1984,NA
"4340","NAM",1985,NA
"4341","NAM",1986,NA
"4342","NAM",1987,NA
"4343","NAM",1988,NA
"4344","NAM",1989,NA
"4345","NAM",1990,NA
"4346","NAM",1991,NA
"4347","NAM",1992,NA
"4348","NAM",1993,528.559453157945
"4349","NAM",1994,410.554320567557
"4350","NAM",1995,527.65893491414
"4351","NAM",1996,620.636664434516
"4352","NAM",1997,696.730686770866
"4353","NAM",1998,766.417955497718
"4354","NAM",1999,789.092368529598
"4355","NAM",2000,689.46043668865
"4356","NAM",2001,665.522426678049
"4357","NAM",2002,643.290934635124
"4358","NAM",2003,651.921409176289
"4359","NAM",2004,649.947730966697
"4360","NAM",2005,762.626914739212
"4361","NAM",2006,773.461784434811
"4362","NAM",2007,990.016010212997
"4363","NAM",2008,1240.67520390592
"4364","NAM",2009,1121.33961355863
"4365","NAM",2010,912.414165564906
"4366","NAM",2011,1258.88158725592
"4367","NAM",2012,NA
"4368","NAM",2013,NA
"4369","NAM",2014,NA
"4370","NAM",2015,NA
"4371","NAM",2016,NA
"4372","NAM",2017,NA
"4373","NER",2006,26.6188184511607
"4374","NER",2007,33.1734081966623
"4375","NER",2008,16.3895617748393
"4376","NER",2009,11.1298597691065
"4377","NER",2010,16.6742511443358
"4378","NER",2011,18.6004949710221
"4379","NER",2012,20.566625825221
"4380","NER",2013,NA
"4381","NER",2014,NA
"4382","NER",2015,NA
"4383","NER",2016,NA
"4384","NER",2017,NA
"4385","NGA",1981,NA
"4386","NGA",1982,NA
"4387","NGA",1983,NA
"4388","NGA",1984,NA
"4389","NGA",1985,NA
"4390","NGA",1986,NA
"4391","NGA",1987,NA
"4392","NGA",1988,NA
"4393","NGA",1989,NA
"4394","NGA",1990,NA
"4395","NGA",1991,7.58206313893769
"4396","NGA",1992,7.02310713355037
"4397","NGA",1993,15.9741511057274
"4398","NGA",1994,12.9360910684954
"4399","NGA",1995,9.18789186742132
"4400","NGA",1996,5.99915712702854
"4401","NGA",1997,8.79915901967872
"4402","NGA",1998,12.8365692740118
"4403","NGA",1999,60.0977527382713
"4404","NGA",2000,8.16480964969123
"4405","NGA",2001,44.0205032442733
"4406","NGA",2002,22.2129391561387
"4407","NGA",2003,7.69316426313
"4408","NGA",2004,25.8341058553326
"4409","NGA",2005,34.9594441405414
"4410","NGA",2006,10.0935329443113
"4411","NGA",2007,15.8617228219493
"4412","NGA",2008,47.9096384865616
"4413","NGA",2009,49.931840011205
"4414","NGA",2010,53.4719912535375
"4415","NGA",2011,28.456684801827
"4416","NGA",2012,23.3285461694161
"4417","NGA",2013,NA
"4418","NGA",2014,NA
"4419","NGA",2015,NA
"4420","NGA",2016,NA
"4421","NGA",2017,NA
"4422","NIC",1960,NA
"4423","NIC",1961,NA
"4424","NIC",1962,NA
"4425","NIC",1963,NA
"4426","NIC",1964,NA
"4427","NIC",1965,NA
"4428","NIC",1966,NA
"4429","NIC",1967,NA
"4430","NIC",1968,NA
"4431","NIC",1969,NA
"4432","NIC",1970,NA
"4433","NIC",1971,NA
"4434","NIC",1972,NA
"4435","NIC",1973,NA
"4436","NIC",1974,NA
"4437","NIC",1975,NA
"4438","NIC",1976,NA
"4439","NIC",1977,NA
"4440","NIC",1978,NA
"4441","NIC",1979,NA
"4442","NIC",1980,NA
"4443","NIC",1981,NA
"4444","NIC",1982,NA
"4445","NIC",1983,NA
"4446","NIC",1984,NA
"4447","NIC",1985,NA
"4448","NIC",1986,NA
"4449","NIC",1987,NA
"4450","NIC",1988,NA
"4451","NIC",1989,NA
"4452","NIC",1990,NA
"4453","NIC",1991,NA
"4454","NIC",1992,NA
"4455","NIC",1993,NA
"4456","NIC",1994,NA
"4457","NIC",1995,NA
"4458","NIC",1996,NA
"4459","NIC",1997,NA
"4460","NIC",1998,NA
"4461","NIC",1999,NA
"4462","NIC",2000,NA
"4463","NIC",2001,NA
"4464","NIC",2002,NA
"4465","NIC",2003,NA
"4466","NIC",2004,NA
"4467","NIC",2005,NA
"4468","NIC",2006,NA
"4469","NIC",2007,NA
"4470","NIC",2008,NA
"4471","NIC",2009,NA
"4472","NIC",2010,NA
"4473","NIC",2011,NA
"4474","NIC",2012,NA
"4475","NIC",2013,NA
"4476","NIC",2014,NA
"4477","NIC",2015,NA
"4478","NIC",2016,NA
"4479","NIC",2017,NA
"4480","NLD",1969,NA
"4481","NLD",1970,NA
"4482","NLD",1971,NA
"4483","NLD",1972,NA
"4484","NLD",1973,NA
"4485","NLD",1974,NA
"4486","NLD",1975,NA
"4487","NLD",1976,NA
"4488","NLD",1977,NA
"4489","NLD",1978,NA
"4490","NLD",1979,NA
"4491","NLD",1980,NA
"4492","NLD",1981,NA
"4493","NLD",1982,NA
"4494","NLD",1983,NA
"4495","NLD",1984,NA
"4496","NLD",1985,NA
"4497","NLD",1986,NA
"4498","NLD",1987,NA
"4499","NLD",1988,NA
"4500","NLD",1989,NA
"4501","NLD",1990,NA
"4502","NLD",1991,12207.8900858596
"4503","NLD",1992,12190.7660974108
"4504","NLD",1993,10937.3488590427
"4505","NLD",1994,11939.3959448789
"4506","NLD",1995,5285.78726371237
"4507","NLD",1996,5651.26951544707
"4508","NLD",1997,9536.60904856682
"4509","NLD",1998,6077.7036844147
"4510","NLD",1999,7468.37387543418
"4511","NLD",2000,7805.47357113665
"4512","NLD",2001,7613.3766716287
"4513","NLD",2002,6979.27602011156
"4514","NLD",2003,7646.28061146733
"4515","NLD",2004,5296.54989789188
"4516","NLD",2005,4730.57432241077
"4517","NLD",2006,5210.64753741579
"4518","NLD",2007,5336.19714043684
"4519","NLD",2008,5926.58985551377
"4520","NLD",2009,6550.02792747323
"4521","NLD",2010,6065.35807952292
"4522","NLD",2011,6573.36218101884
"4523","NLD",2012,5367.10328612073
"4524","NLD",2013,NA
"4525","NLD",2014,NA
"4526","NLD",2015,NA
"4527","NLD",2016,NA
"4528","NLD",2017,NA
"4529","NOR",1970,NA
"4530","NOR",1971,NA
"4531","NOR",1972,NA
"4532","NOR",1973,NA
"4533","NOR",1974,NA
"4534","NOR",1975,NA
"4535","NOR",1976,NA
"4536","NOR",1977,NA
"4537","NOR",1978,NA
"4538","NOR",1979,NA
"4539","NOR",1980,NA
"4540","NOR",1981,NA
"4541","NOR",1982,NA
"4542","NOR",1983,NA
"4543","NOR",1984,NA
"4544","NOR",1985,NA
"4545","NOR",1986,NA
"4546","NOR",1987,NA
"4547","NOR",1988,NA
"4548","NOR",1989,NA
"4549","NOR",1990,NA
"4550","NOR",1991,33065.0343289227
"4551","NOR",1992,36573.8623857878
"4552","NOR",1993,34216.5882625125
"4553","NOR",1994,33225.2634945926
"4554","NOR",1995,30608.2469338802
"4555","NOR",1996,28385.9854276239
"4556","NOR",1997,27621.5855719857
"4557","NOR",1998,31322.6629765894
"4558","NOR",1999,31769.8396796993
"4559","NOR",2000,28842.4774799268
"4560","NOR",2001,29472.168179101
"4561","NOR",2002,31600.2092723259
"4562","NOR",2003,31248.944988839
"4563","NOR",2004,29479.1887095119
"4564","NOR",2005,28487.3124086923
"4565","NOR",2006,26519.4573951074
"4566","NOR",2007,26689.3807267466
"4567","NOR",2008,27530.0760449518
"4568","NOR",2009,29663.9836883254
"4569","NOR",2010,31028.5246173092
"4570","NOR",2011,31286.8418829611
"4571","NOR",2012,32606.1763766127
"4572","NOR",2013,NA
"4573","NOR",2014,NA
"4574","NOR",2015,NA
"4575","NOR",2016,NA
"4576","NOR",2017,NA
"4577","NPL",1965,NA
"4578","NPL",1966,NA
"4579","NPL",1967,NA
"4580","NPL",1968,NA
"4581","NPL",1969,NA
"4582","NPL",1970,NA
"4583","NPL",1971,NA
"4584","NPL",1972,NA
"4585","NPL",1973,NA
"4586","NPL",1974,NA
"4587","NPL",1975,NA
"4588","NPL",1976,NA
"4589","NPL",1977,NA
"4590","NPL",1978,NA
"4591","NPL",1979,NA
"4592","NPL",1980,NA
"4593","NPL",1981,NA
"4594","NPL",1982,NA
"4595","NPL",1983,NA
"4596","NPL",1984,NA
"4597","NPL",1985,NA
"4598","NPL",1986,NA
"4599","NPL",1987,NA
"4600","NPL",1988,NA
"4601","NPL",1989,NA
"4602","NPL",1990,NA
"4603","NPL",1991,9.63087577174193
"4604","NPL",1992,8.52997386677933
"4605","NPL",1993,10.3777306514054
"4606","NPL",1994,9.83850354908474
"4607","NPL",1995,9.78241183304232
"4608","NPL",1996,8.0479017548784
"4609","NPL",1997,6.6963568086899
"4610","NPL",1998,7.06828497756781
"4611","NPL",1999,6.54189378532717
"4612","NPL",2000,7.0166926565318
"4613","NPL",2001,7.88403722798795
"4614","NPL",2002,7.69878604001998
"4615","NPL",2003,6.02883454659722
"4616","NPL",2004,5.9272666549112
"4617","NPL",2005,10.4906699100026
"4618","NPL",2006,5.98742915948794
"4619","NPL",2007,6.07525755381809
"4620","NPL",2008,6.57008798549179
"4621","NPL",2009,13.4302461723717
"4622","NPL",2010,16.7198845444785
"4623","NPL",2011,16.5613158962663
"4624","NPL",2012,17.7336924801218
"4625","NPL",2013,NA
"4626","NPL",2014,NA
"4627","NPL",2015,NA
"4628","NPL",2016,NA
"4629","NPL",2017,NA
"4630","NZL",1977,NA
"4631","NZL",1978,NA
"4632","NZL",1979,NA
"4633","NZL",1980,NA
"4634","NZL",1981,NA
"4635","NZL",1982,NA
"4636","NZL",1983,NA
"4637","NZL",1984,NA
"4638","NZL",1985,NA
"4639","NZL",1986,NA
"4640","NZL",1987,NA
"4641","NZL",1988,NA
"4642","NZL",1989,NA
"4643","NZL",1990,NA
"4644","NZL",1991,2782.22911657535
"4645","NZL",1992,2419.45341563364
"4646","NZL",1993,1555.53186842848
"4647","NZL",1994,1525.72902183833
"4648","NZL",1995,1640.33807127087
"4649","NZL",1996,1569.61182329857
"4650","NZL",1997,1924.18490548926
"4651","NZL",1998,2316.49638792867
"4652","NZL",1999,1606.90290046535
"4653","NZL",2000,1301.03137902181
"4654","NZL",2001,1250.95892699336
"4655","NZL",2002,1221.41558282064
"4656","NZL",2003,1839.70611704385
"4657","NZL",2004,1685.22373107236
"4658","NZL",2005,1842.35509873973
"4659","NZL",2006,4059.13777201558
"4660","NZL",2007,4159.25196627758
"4661","NZL",2008,4407.62381814741
"4662","NZL",2009,4722.66725337187
"4663","NZL",2010,4643.55669966022
"4664","NZL",2011,5522.53693388839
"4665","NZL",2012,5147.93608782035
"4666","NZL",2013,NA
"4667","NZL",2014,NA
"4668","NZL",2015,NA
"4669","NZL",2016,NA
"4670","NZL",2017,NA
"4671","OMN",1998,NA
"4672","OMN",1999,NA
"4673","OMN",2000,NA
"4674","OMN",2001,NA
"4675","OMN",2002,NA
"4676","OMN",2003,NA
"4677","OMN",2004,NA
"4678","OMN",2005,NA
"4679","OMN",2006,NA
"4680","OMN",2007,NA
"4681","OMN",2008,NA
"4682","OMN",2009,NA
"4683","OMN",2010,1932.81104090634
"4684","OMN",2011,1460.33178713527
"4685","OMN",2012,1288.54845958837
"4686","OMN",2013,NA
"4687","OMN",2014,NA
"4688","OMN",2015,NA
"4689","OMN",2016,NA
"4690","OMN",2017,NA
"4691","PAK",1960,NA
"4692","PAK",1961,NA
"4693","PAK",1962,NA
"4694","PAK",1963,NA
"4695","PAK",1964,NA
"4696","PAK",1965,NA
"4697","PAK",1966,NA
"4698","PAK",1967,NA
"4699","PAK",1968,NA
"4700","PAK",1969,NA
"4701","PAK",1970,NA
"4702","PAK",1971,NA
"4703","PAK",1972,NA
"4704","PAK",1973,NA
"4705","PAK",1974,NA
"4706","PAK",1975,NA
"4707","PAK",1976,NA
"4708","PAK",1977,NA
"4709","PAK",1978,NA
"4710","PAK",1979,NA
"4711","PAK",1980,NA
"4712","PAK",1981,NA
"4713","PAK",1982,NA
"4714","PAK",1983,NA
"4715","PAK",1984,NA
"4716","PAK",1985,NA
"4717","PAK",1986,NA
"4718","PAK",1987,NA
"4719","PAK",1988,NA
"4720","PAK",1989,NA
"4721","PAK",1990,NA
"4722","PAK",1991,10.2637026886904
"4723","PAK",1992,6.10146878637937
"4724","PAK",1993,6.14602994328113
"4725","PAK",1994,5.51631270116654
"4726","PAK",1995,4.06685925447818
"4727","PAK",1996,17.325625999155
"4728","PAK",1997,11.4887960822953
"4729","PAK",1998,5.74343233510811
"4730","PAK",1999,6.38071214076271
"4731","PAK",2000,6.09856889840178
"4732","PAK",2001,4.60718843628795
"4733","PAK",2002,6.878705678408
"4734","PAK",2003,7.73217384172107
"4735","PAK",2004,17.9479041961836
"4736","PAK",2005,2.57132194829986
"4737","PAK",2006,32.7272732436926
"4738","PAK",2007,42.793562254352
"4739","PAK",2008,83.1544769148107
"4740","PAK",2009,45.7742079674971
"4741","PAK",2010,34.5964602600006
"4742","PAK",2011,11.2169117879027
"4743","PAK",2012,36.7620672844328
"4744","PAK",2013,NA
"4745","PAK",2014,NA
"4746","PAK",2015,NA
"4747","PAK",2016,NA
"4748","PAK",2017,NA
"4749","PAN",1970,NA
"4750","PAN",1971,NA
"4751","PAN",1972,NA
"4752","PAN",1973,NA
"4753","PAN",1974,NA
"4754","PAN",1975,NA
"4755","PAN",1976,NA
"4756","PAN",1977,NA
"4757","PAN",1978,NA
"4758","PAN",1979,NA
"4759","PAN",1980,NA
"4760","PAN",1981,NA
"4761","PAN",1982,NA
"4762","PAN",1983,NA
"4763","PAN",1984,NA
"4764","PAN",1985,NA
"4765","PAN",1986,NA
"4766","PAN",1987,NA
"4767","PAN",1988,NA
"4768","PAN",1989,NA
"4769","PAN",1990,NA
"4770","PAN",1991,207.453206848951
"4771","PAN",1992,192.575379563285
"4772","PAN",1993,200.420631724642
"4773","PAN",1994,213.33179489155
"4774","PAN",1995,174.372824709677
"4775","PAN",1996,183.592889165142
"4776","PAN",1997,239.783125398118
"4777","PAN",1998,303.816355065797
"4778","PAN",1999,292.677666657616
"4779","PAN",2000,241.152140010967
"4780","PAN",2001,353.359658004568
"4781","PAN",2002,328.161632871246
"4782","PAN",2003,291.578614605746
"4783","PAN",2004,278.324160939405
"4784","PAN",2005,284.944949259238
"4785","PAN",2006,420.641101591757
"4786","PAN",2007,542.703092790581
"4787","PAN",2008,427.32156179754
"4788","PAN",2009,279.734160431885
"4789","PAN",2010,322.761587513097
"4790","PAN",2011,339.659130057373
"4791","PAN",2012,337.847446683042
"4792","PAN",2013,NA
"4793","PAN",2014,NA
"4794","PAN",2015,NA
"4795","PAN",2016,NA
"4796","PAN",2017,NA
"4797","PER",1960,NA
"4798","PER",1961,NA
"4799","PER",1962,NA
"4800","PER",1963,NA
"4801","PER",1964,NA
"4802","PER",1965,NA
"4803","PER",1966,NA
"4804","PER",1967,NA
"4805","PER",1968,NA
"4806","PER",1969,NA
"4807","PER",1970,NA
"4808","PER",1971,NA
"4809","PER",1972,NA
"4810","PER",1973,NA
"4811","PER",1974,NA
"4812","PER",1975,NA
"4813","PER",1976,NA
"4814","PER",1977,NA
"4815","PER",1978,NA
"4816","PER",1979,NA
"4817","PER",1980,NA
"4818","PER",1981,NA
"4819","PER",1982,NA
"4820","PER",1983,NA
"4821","PER",1984,NA
"4822","PER",1985,NA
"4823","PER",1986,NA
"4824","PER",1987,NA
"4825","PER",1988,NA
"4826","PER",1989,NA
"4827","PER",1990,NA
"4828","PER",1991,NA
"4829","PER",1992,NA
"4830","PER",1993,NA
"4831","PER",1994,NA
"4832","PER",1995,NA
"4833","PER",1996,NA
"4834","PER",1997,NA
"4835","PER",1998,NA
"4836","PER",1999,NA
"4837","PER",2000,NA
"4838","PER",2001,NA
"4839","PER",2002,NA
"4840","PER",2003,NA
"4841","PER",2004,43.4301304425099
"4842","PER",2005,33.6155950137452
"4843","PER",2006,49.1243813249711
"4844","PER",2007,51.6900917187529
"4845","PER",2008,44.9691332884542
"4846","PER",2009,61.9306790181834
"4847","PER",2010,49.2942260020487
"4848","PER",2011,38.880838993552
"4849","PER",2012,NA
"4850","PER",2013,NA
"4851","PER",2014,NA
"4852","PER",2015,NA
"4853","PER",2016,NA
"4854","PER",2017,NA
"4855","PHL",1960,NA
"4856","PHL",1961,NA
"4857","PHL",1962,NA
"4858","PHL",1963,NA
"4859","PHL",1964,NA
"4860","PHL",1965,NA
"4861","PHL",1966,NA
"4862","PHL",1967,NA
"4863","PHL",1968,NA
"4864","PHL",1969,NA
"4865","PHL",1970,NA
"4866","PHL",1971,NA
"4867","PHL",1972,NA
"4868","PHL",1973,NA
"4869","PHL",1974,NA
"4870","PHL",1975,NA
"4871","PHL",1976,NA
"4872","PHL",1977,NA
"4873","PHL",1978,NA
"4874","PHL",1979,NA
"4875","PHL",1980,NA
"4876","PHL",1981,NA
"4877","PHL",1982,NA
"4878","PHL",1983,NA
"4879","PHL",1984,NA
"4880","PHL",1985,NA
"4881","PHL",1986,NA
"4882","PHL",1987,NA
"4883","PHL",1988,NA
"4884","PHL",1989,NA
"4885","PHL",1990,NA
"4886","PHL",1991,76.4438984917589
"4887","PHL",1992,84.3694427384094
"4888","PHL",1993,80.8886862502392
"4889","PHL",1994,71.3244736501178
"4890","PHL",1995,69.0971275389746
"4891","PHL",1996,80.994289293665
"4892","PHL",1997,80.7767756063638
"4893","PHL",1998,76.5605886568051
"4894","PHL",1999,71.6280397605895
"4895","PHL",2000,79.5749666547852
"4896","PHL",2001,76.3619302342097
"4897","PHL",2002,70.4678613810416
"4898","PHL",2003,58.6508534497822
"4899","PHL",2004,48.0123777410057
"4900","PHL",2005,40.3737172801318
"4901","PHL",2006,40.0147400847762
"4902","PHL",2007,83.6550407308751
"4903","PHL",2008,54.2563565457172
"4904","PHL",2009,91.9135033650678
"4905","PHL",2010,105.178564613424
"4906","PHL",2011,61.7824782208742
"4907","PHL",2012,96.3782813168309
"4908","PHL",2013,NA
"4909","PHL",2014,NA
"4910","PHL",2015,NA
"4911","PHL",2016,NA
"4912","PHL",2017,NA
"4913","PLW",2000,NA
"4914","PLW",2001,NA
"4915","PLW",2002,NA
"4916","PLW",2003,NA
"4917","PLW",2004,NA
"4918","PLW",2005,NA
"4919","PLW",2006,NA
"4920","PLW",2007,NA
"4921","PLW",2008,NA
"4922","PLW",2009,NA
"4923","PLW",2010,NA
"4924","PLW",2011,NA
"4925","PLW",2012,NA
"4926","PLW",2013,NA
"4927","PLW",2014,NA
"4928","PLW",2015,NA
"4929","PLW",2016,NA
"4930","PLW",2017,NA
"4931","PNG",2006,20.245243711964
"4932","PNG",2007,19.7560881870168
"4933","PNG",2008,NA
"4934","PNG",2009,NA
"4935","PNG",2010,NA
"4936","PNG",2011,NA
"4937","PNG",2012,NA
"4938","PNG",2013,NA
"4939","PNG",2014,NA
"4940","PNG",2015,NA
"4941","POL",1995,609.425427115023
"4942","POL",1996,718.352536397218
"4943","POL",1997,850.202648494228
"4944","POL",1998,870.30257705005
"4945","POL",1999,875.162807672249
"4946","POL",2000,840.745257042473
"4947","POL",2001,526.372531121985
"4948","POL",2002,471.554826514294
"4949","POL",2003,456.419101227167
"4950","POL",2004,705.094968427985
"4951","POL",2005,864.956808764209
"4952","POL",2006,1274.72791599457
"4953","POL",2007,1462.65282838875
"4954","POL",2008,1631.83339174767
"4955","POL",2009,1436.39195627092
"4956","POL",2010,1371.06650652633
"4957","POL",2011,1156.98518721138
"4958","POL",2012,905.782371274781
"4959","POL",2013,NA
"4960","POL",2014,NA
"4961","POL",2015,NA
"4962","POL",2016,NA
"4963","PRI",2010,NA
"4964","PRT",1995,2650.19662577027
"4965","PRT",1996,2116.13348028517
"4966","PRT",1997,1867.70800913534
"4967","PRT",1998,1696.34379189916
"4968","PRT",1999,2347.02869447926
"4969","PRT",2000,2016.94411978129
"4970","PRT",2001,1879.00034355737
"4971","PRT",2002,1762.44128633558
"4972","PRT",2003,1501.79794967425
"4973","PRT",2004,1789.60354325085
"4974","PRT",2005,1581.06081109134
"4975","PRT",2006,1531.76790665541
"4976","PRT",2007,1223.03978181669
"4977","PRT",2008,1177.74577299099
"4978","PRT",2009,1302.58353661784
"4979","PRT",2010,1311.65272869435
"4980","PRT",2011,1432.73333268319
"4981","PRT",2012,1109.78702983395
"4982","PRT",2013,NA
"4983","PRT",2014,NA
"4984","PRT",2015,NA
"4985","PRT",2016,NA
"4986","PRT",2017,NA
"4987","PRY",1962,NA
"4988","PRY",1963,NA
"4989","PRY",1964,NA
"4990","PRY",1965,NA
"4991","PRY",1966,NA
"4992","PRY",1967,NA
"4993","PRY",1968,NA
"4994","PRY",1969,NA
"4995","PRY",1970,NA
"4996","PRY",1971,NA
"4997","PRY",1972,NA
"4998","PRY",1973,NA
"4999","PRY",1974,NA
"5000","PRY",1975,NA
"5001","PRY",1976,NA
"5002","PRY",1977,NA
"5003","PRY",1978,NA
"5004","PRY",1979,NA
"5005","PRY",1980,NA
"5006","PRY",1981,NA
"5007","PRY",1982,NA
"5008","PRY",1983,NA
"5009","PRY",1984,NA
"5010","PRY",1985,NA
"5011","PRY",1986,NA
"5012","PRY",1987,NA
"5013","PRY",1988,NA
"5014","PRY",1989,NA
"5015","PRY",1990,NA
"5016","PRY",1991,44.6184422610702
"5017","PRY",1992,154.962147036678
"5018","PRY",1993,133.512287720462
"5019","PRY",1994,NA
"5020","PRY",1995,NA
